-1.84848571573,575.0
-1.853667195,584.0
-1.85367032656,203.0
-1.85464032873,75.0
-1.8547044922,255.0
-1.85471041435,660.0
-1.85493982928,928.0
-1.8556595331,623.0
-1.85588518197,200.0
-1.85589539552,526.0
-1.85600361274,817.0
-1.85602942648,695.0
-1.85637858288,628.0
-1.8569004578,312.0
-1.8571801706,599.0
-1.8571862531,826.0
-1.85737789074,256.0
-1.8574751797,872.0
-1.85768079396,871.0
-1.85775018764,161.0
-1.85817317047,188.0
-1.85828167767,631.0
-1.8582952398,43.0
-1.85839675919,390.0
-1.85842619751,991.0
-1.85847533913,845.0
-1.85847727143,703.0
-1.85851945372,984.0
-1.85860841578,738.0
-1.85863431415,99.0
-1.85888900654,914.0
-1.85889673003,544.0
-1.85908553517,771.0
-1.85909716644,633.0
-1.85913311027,523.0
-1.85928589051,330.0
-1.85933256952,625.0
-1.85934409315,90.0
-1.85934581765,592.0
-1.85935085065,975.0
-1.85937522837,728.0
-1.85944882826,777.0
-1.85946906012,77.0
-1.85952523573,930.0
-1.859592811,924.0
-1.85959402987,296.0
-1.85959855472,301.0
-1.85960788884,401.0
-1.85964142015,204.0
-1.85965343003,759.0
-1.85967458082,555.0
-1.85969881534,846.0
-1.85976373454,217.0
-1.85979367886,129.0
-1.85981668017,51.0
-1.85985015984,960.0
-1.85987028858,986.0
-1.85987748127,410.0
-1.85987761191,109.0
-1.85989616291,822.0
-1.85990475928,707.0
-1.85991045312,981.0
-1.85992338473,952.0
-1.859951678,788.0
-1.8599544371,840.0
-1.85997694228,189.0
-1.85999141164,407.0
-1.86002099773,466.0
-1.86003040252,702.0
-1.86003099162,379.0
-1.86006264689,193.0
-1.86009334677,754.0
-1.86010534179,576.0
-1.86011120281,331.0
-1.86011310557,234.0
-1.86013102953,536.0
-1.86016176156,858.0
-1.86016646657,446.0
-1.86016992967,159.0
-1.86018677678,653.0
-1.86020016503,543.0
-1.86022002349,678.0
-1.86023893365,475.0
-1.86025285797,994.0
-1.86025407892,39.0
-1.86025900946,864.0
-1.86028301849,132.0
-1.86029403159,420.0
-1.86031188086,474.0
-1.86038549921,138.0
-1.86038569736,925.0
-1.86038733428,781.0
-1.8603886207,796.0
-1.86039786979,29.0
-1.86041261518,6.0
-1.86042362895,793.0
-1.86042540373,322.0
-1.86042920775,537.0
-1.86044256011,456.0
-1.860446165,973.0
-1.86045347819,705.0
-1.86046821322,802.0
-1.8604766644,482.0
-1.86049035834,353.0
-1.86049611245,26.0
-1.86050654039,442.0
-1.86051832196,27.0
-1.86052334384,306.0
-1.86052456027,440.0
-1.8605323112,770.0
-1.86054685571,85.0
-1.86054797302,205.0
-1.86055471694,865.0
-1.86057117439,433.0
-1.86057746334,720.0
-1.86058091055,855.0
-1.860585601,211.0
-1.86058797896,514.0
-1.86060433117,168.0
-1.86062377415,250.0
-1.86062641603,465.0
-1.86062666701,287.0
-1.86063448338,186.0
-1.86066868144,696.0
-1.86068694084,542.0
-1.86069037422,624.0
-1.86069359108,733.0
-1.86069498165,208.0
-1.86070612863,157.0
-1.86070892378,664.0
-1.86071884647,461.0
-1.86073468111,289.0
-1.8607368159,476.0
-1.86074785929,214.0
-1.86075317406,387.0
-1.86076380413,369.0
-1.86076710332,616.0
-1.86078009295,377.0
-1.86078258394,570.0
-1.8607862273,201.0
-1.86080718802,582.0
-1.86081823756,273.0
-1.86082108466,430.0
-1.86082359464,670.0
-1.86082875074,360.0
-1.86083251694,357.0
-1.86083760064,974.0
-1.86083950191,438.0
-1.86084218792,800.0
-1.86084914832,460.0
-1.86086664318,366.0
-1.86086720266,44.0
-1.86086799526,741.0
-1.86089334972,325.0
-1.86089384975,67.0
-1.86089519175,569.0
-1.86089559214,668.0
-1.86089818813,347.0
-1.860899934,435.0
-1.8609047693,814.0
-1.86091984096,481.0
-1.86092694315,180.0
-1.86093147709,920.0
-1.86093213986,50.0
-1.86093354175,329.0
-1.8609401058,381.0
-1.86094071669,388.0
-1.86094141425,632.0
-1.86094333867,244.0
-1.86094555414,172.0
-1.86095158406,666.0
-1.86095260051,931.0
-1.86095331523,224.0
-1.86097369391,375.0
-1.86097842845,317.0
-1.86098061798,268.0
-1.8609840793,162.0
-1.86098669996,122.0
-1.86098780282,890.0
-1.86100788914,950.0
-1.8610168808,879.0
-1.8610214715,92.0
-1.86102735265,715.0
-1.86103063941,540.0
-1.86103562763,900.0
-1.86103756056,824.0
-1.86104968747,349.0
-1.86105231713,441.0
-1.86105545794,904.0
-1.86105565676,773.0
-1.8610566999,750.0
-1.86106047425,165.0
-1.86106086387,735.0
-1.86106317792,62.0
-1.86106653024,644.0
-1.8610683635,932.0
-1.86107387047,744.0
-1.86107496092,880.0
-1.86107510576,171.0
-1.86108008731,319.0
-1.86108017467,123.0
-1.86108183919,58.0
-1.86108537529,818.0
-1.86109382874,173.0
-1.86109789737,647.0
-1.86110045855,115.0
-1.86110097425,276.0
-1.86110709846,359.0
-1.86110799439,7.0
-1.86111088839,96.0
-1.86111647463,572.0
-1.86111975495,396.0
-1.86112320096,116.0
-1.86112636551,28.0
-1.86113286581,757.0
-1.86113463784,716.0
-1.86113681963,370.0
-1.86114698644,25.0
-1.86115605144,784.0
-1.86116098194,210.0
-1.86116353426,89.0
-1.861164378,148.0
-1.86116743399,87.0
-1.86116883236,378.0
-1.86118490502,177.0
-1.86118933156,394.0
-1.86119609426,457.0
-1.86120377107,158.0
-1.8612133278,737.0
-1.86122013183,667.0
-1.86122540352,60.0
-1.86122731691,585.0
-1.86122734993,419.0
-1.86122734993,843.0
-1.86123027968,40.0
-1.86123211869,253.0
-1.86123234073,978.0
-1.8612334174,121.0
-1.86123360016,742.0
-1.86123368857,293.0
-1.8612354015,553.0
-1.86124143606,411.0
-1.8612462315,643.0
-1.86124877949,314.0
-1.86124959274,4.0
-1.86125172829,334.0
-1.86125626033,426.0
-1.86125627454,862.0
-1.86126682307,248.0
-1.86127260304,153.0
-1.86127701172,581.0
-1.86127730927,154.0
-1.86127980735,987.0
-1.86128323897,152.0
-1.86128386386,762.0
-1.86128932469,155.0
-1.86129141941,298.0
-1.86129606833,823.0
-1.8612986387,979.0
-1.86129918018,730.0
-1.86130059639,3.0
-1.8613013901,566.0
-1.86130909214,269.0
-1.86131295616,450.0
-1.86131527314,893.0
-1.86131626086,409.0
-1.86132407455,42.0
-1.86132589323,76.0
-1.86132626988,125.0
-1.86132648218,725.0
-1.86132727155,70.0
-1.86133414531,74.0
-1.86134271776,222.0
-1.86134503373,338.0
-1.86134623582,68.0
-1.86135082189,798.0
-1.86136225924,769.0
-1.86137009769,336.0
-1.86137009769,197.0
-1.86137638434,500.0
-1.86137848628,530.0
-1.86138788282,267.0
-1.86138852369,528.0
-1.86139567529,286.0
-1.8613975688,393.0
-1.86139924167,732.0
-1.86140154066,743.0
-1.86140437209,239.0
-1.86140507437,57.0
-1.86140986461,190.0
-1.86141999529,856.0
-1.86143458434,428.0
-1.86143665148,459.0
-1.86143685676,701.0
-1.86143941878,342.0
-1.86144448083,33.0
-1.86144891293,5.0
-1.86144980584,710.0
-1.86145741253,24.0
-1.86145781306,721.0
-1.86145781306,282.0
-1.86145852305,185.0
-1.86146051181,565.0
-1.86146202208,49.0
-1.86146220604,619.0
-1.86147066991,510.0
-1.86147839801,454.0
-1.86148021195,252.0
-1.86148182077,170.0
-1.86148278842,697.0
-1.86148333063,847.0
-1.86148471259,385.0
-1.86148508239,124.0
-1.86148565461,577.0
-1.86148662185,78.0
-1.86149348593,91.0
-1.86149478877,332.0
-1.86149516955,554.0
-1.86149516955,993.0
-1.86149857926,857.0
-1.86149981408,146.0
-1.86150951126,414.0
-1.86150959126,13.0
-1.86151509377,758.0
-1.86151727872,809.0
-1.86151727872,63.0
-1.86151844251,424.0
-1.86151989524,468.0
-1.86152439259,961.0
-1.86152523953,658.0
-1.86152696504,894.0
-1.86153321366,933.0
-1.86153492335,622.0
-1.86153551185,995.0
-1.86153672273,198.0
-1.86153760193,350.0
-1.86154170615,346.0
-1.86154207671,367.0
-1.86154500882,421.0
-1.8615468831,651.0
-1.8615468831,774.0
-1.86154903375,841.0
-1.86155286024,21.0
-1.86155407818,607.0
-1.86155540689,923.0
-1.86155780473,110.0
-1.86156266845,275.0
-1.86156266845,95.0
-1.86156285306,114.0
-1.86156889296,139.0
-1.86156889296,844.0
-1.86157005084,936.0
-1.86157037763,9.0
-1.86157168194,38.0
-1.86157379725,786.0
-1.86157379725,220.0
-1.86157400631,183.0
-1.86158112969,56.0
-1.86158619506,418.0
-1.8615869592,108.0
-1.86159301286,613.0
-1.86159809788,81.0
-1.86159809788,17.0
-1.86159876613,484.0
-1.86160054299,383.0
-1.86160342701,305.0
-1.86160791123,996.0
-1.8616136393,918.0
-1.86161444156,225.0
-1.86161483753,270.0
-1.86161506685,59.0
-1.86161513734,279.0
-1.86161854355,83.0
-1.86161855651,53.0
-1.86162274145,863.0
-1.86162294862,470.0
-1.86162333843,399.0
-1.86162651934,649.0
-1.86162868199,944.0
-1.86162983991,745.0
-1.86163037854,884.0
-1.86163114384,529.0
-1.8616312498,601.0
-1.86163189382,646.0
-1.8616369891,661.0
