0.0,-0.355710160323,-0.576414339564,-0.498382916852,-0.48665593753,-0.507868919951,-0.192051351482,-0.463168305637,-0.537885541152,-0.535767222222,-0.224213097623,-0.645030045835,-0.414905904565,-0.21560581347,-0.377242232473,-0.529795758428,-0.536995910938,-0.422658400506,-0.642440891454,-0.653618189085,-0.292882025577,-0.562114373544,-0.265839935806,-0.464397523128,-0.431178273667,-0.180763010641,-0.54589290985,-0.531782661209,-0.630976504137,-0.528034907877
-0.355710160323,0.0,-0.506289696815,-0.469608114001,-0.428809189129,-0.413796692062,-0.0878664659316,-0.484448924258,-0.371106535484,-0.440911590911,-0.112792975377,-0.623007640635,-0.469757357077,-0.123924529497,-0.197721170952,-0.457446016653,-0.433488070824,-0.360509558089,-0.628153170505,-0.618902996975,-0.155274194389,-0.427169071781,-0.0244224163772,-0.42757381871,-0.356134140725,-0.0115960012628,-0.47238767952,-0.355243204624,-0.618453318421,-0.546380013261
-0.576414339564,-0.506289696815,0.0,-0.559581221173,-0.562014690187,-0.550248650321,-0.349831124139,-0.534704711995,-0.543938807282,-0.538715086822,-0.409421795243,-0.659019132089,-0.465594975862,-0.400567976265,-0.513629611081,-0.556135450265,-0.593699035046,-0.527420650117,-0.638253664632,-0.666478761568,-0.467039326373,-0.582803995268,-0.461905443457,-0.569411245148,-0.51186904768,-0.383802462328,-0.58569318587,-0.615382109141,-0.657725314366,-0.617897330034
-0.498382916852,-0.469608114001,-0.559581221173,0.0,-0.541812292131,-0.552301389778,-0.266744316448,-0.469686384319,-0.538185185182,-0.582583735395,-0.315254308307,-0.616074651955,-0.47452801759,-0.345985188047,-0.487061997329,-0.572767476813,-0.576663488455,-0.486721953373,-0.624562614889,-0.636801891803,-0.41737375756,-0.548102962021,-0.387060226983,-0.552903301894,-0.493091488338,-0.324994737889,-0.558369165863,-0.589996922978,-0.608671806626,-0.537718362849
-0.48665593753,-0.428809189129,-0.562014690187,-0.541812292131,0.0,-0.453021295075,-0.330136058512,-0.475688545269,-0.549302219378,-0.483898383388,-0.388622243661,-0.609047813735,-0.463547011635,-0.38229837706,-0.446766092106,-0.500742183896,-0.499731376911,-0.45589648996,-0.640994224376,-0.576300312154,-0.41841272922,-0.562125454887,-0.407308656165,-0.489733464756,-0.443755930469,-0.362437297838,-0.518769731257,-0.547430571219,-0.616001726017,-0.584906603194
-0.507868919951,-0.413796692062,-0.550248650321,-0.552301389778,-0.453021295075,0.0,-0.261854860736,-0.467657390724,-0.529271733801,-0.456975460732,-0.330281828715,-0.62465510584,-0.436054564124,-0.317009089695,-0.437112647915,-0.461289739475,-0.508170755416,-0.44597673474,-0.645914635906,-0.610663812331,-0.372462437996,-0.550548197238,-0.369427297014,-0.48442978819,-0.411655807417,-0.295397453709,-0.516840058742,-0.522435012454,-0.633972583058,-0.594971704546
-0.192051351482,-0.0878664659316,-0.349831124139,-0.266744316448,-0.330136058512,-0.261854860736,0.0,-0.436142490839,-0.24585255721,-0.242630142642,-0.138166451755,-0.355937534163,-0.485936192191,-0.236114507836,-0.172722452477,-0.283767334339,-0.300029987865,-0.222480990571,-0.44187260229,-0.322087520785,-0.133815957786,-0.260352817417,-0.118323669131,-0.259572778337,-0.323676231764,-0.172331690126,-0.283774015856,-0.23655565515,-0.40160841566,-0.387167829745
-0.463168305637,-0.484448924258,-0.534704711995,-0.469686384319,-0.475688545269,-0.467657390724,-0.436142490839,0.0,-0.502815000416,-0.46108620964,-0.490364548811,-0.511787455664,-0.519654374075,-0.511061526719,-0.527019550698,-0.462730561763,-0.480969320002,-0.520759704768,-0.530258796785,-0.443203657676,-0.476347138675,-0.529391419369,-0.488437820098,-0.49855464691,-0.498788394813,-0.484829286332,-0.477545870205,-0.522296582008,-0.498545666388,-0.55266635514
-0.537885541152,-0.371106535484,-0.543938807282,-0.538185185182,-0.549302219378,-0.529271733801,-0.24585255721,-0.502815000416,0.0,-0.513991852715,-0.292500964288,-0.657070406571,-0.478750031427,-0.29605069553,-0.418991780437,-0.504575625451,-0.501571511462,-0.5015882448,-0.646286205603,-0.647012613598,-0.379091278251,-0.459164856416,-0.326088869032,-0.570134950715,-0.49096023882,-0.250939459643,-0.587071396631,-0.439069654066,-0.655671933865,-0.591946925671
-0.535767222222,-0.440911590911,-0.538715086822,-0.582583735395,-0.483898383388,-0.456975460732,-0.242630142642,-0.46108620964,-0.513991852715,0.0,-0.310075862907,-0.63322534034,-0.438881311288,-0.299926057768,-0.447624281336,-0.475843242432,-0.518644325453,-0.45379174512,-0.661190091464,-0.636033282684,-0.387783760993,-0.55668405177,-0.366220637224,-0.504362060902,-0.416207918132,-0.275441450416,-0.529372012745,-0.543375701965,-0.629050438401,-0.593205964508
